##ProgramName=RareMetalWorker
##Version=4.13.6
#CHROM	CURRENT_POS	MARKERS_IN_WINDOW	COV_MATRICES
9	449339345	449339345,449341745,449794305,449817875,449818195,449818495,449818705,449835545,450013335,450161035,450172365,450211975,450280995,450281565,450291955,	0.321454,0.0128464,-0.128544,-0.00754219,-0.00754219,0.0192319,-0.128544,-0.136086,-0.0778799,0.139018,-0.0470233,-0.0603497,-0.0334819,0.155614,-0.0658676,
9	449341745	449341745,449794305,449817875,449818195,449818495,449818705,449835545,450013335,450161035,450172365,450211975,450280995,450281565,450291955,	0.0233923,0.0112356,-9.89359e-05,-9.89359e-05,0.0014709,0.0112356,0.0111367,0.0142635,-0.0110895,0.0183179,-0.00375883,0.00387551,-0.00187646,-0.00503649,
9	449794305	449794305,449817875,449818195,449818495,449818705,449835545,450013335,450161035,450172365,450211975,450280995,450281565,450291955,	0.27828,-0.00772163,-0.00772163,-0.0108349,0.27828,0.270558,0.192897,-0.113863,0.0556415,-0.0113005,-0.0188285,-0.0382198,-0.0029488,
9	449817875	449817875,449818195,449818495,449818705,449835545,450013335,450161035,450172365,450211975,450280995,450281565,450291955,	0.0125465,0.0125465,-0.000450056,-0.00772163,0.00482486,-0.00536931,0.00537717,-0.00286659,0.0038087,-0.00127075,-0.00996395,0.00349284,
9	449818195	449818195,449818495,449818705,449835545,450013335,450161035,450172365,450211975,450280995,450281565,450291955,	0.0125465,-0.000450056,-0.00772163,0.00482486,-0.00536931,0.00537717,-0.00286659,0.0038087,-0.00127075,-0.00996395,0.00349284,
9	449818495	449818495,449818705,449835545,450013335,450161035,450172365,450211975,450280995,450281565,450291955,	0.0434912,-0.0108349,-0.011285,-0.00483338,0.0129376,-0.00524498,-0.00718608,-0.000447335,0.0118437,-0.00791314,
9	449818705	449818705,449835545,450013335,450161035,450172365,450211975,450280995,450281565,450291955,	0.27828,0.270558,0.192897,-0.113863,0.0556415,-0.0113005,-0.0188285,-0.0382198,-0.0029488,
9	449835545	449835545,450013335,450161035,450172365,450211975,450280995,450281565,450291955,	0.275383,0.187528,-0.108485,0.0527749,-0.00749177,-0.0200992,-0.0481838,0.000544044,
9	450013335	450013335,450161035,450172365,450211975,450280995,450281565,450291955,450863335,	0.262252,-0.181404,0.0715299,-0.0388765,-0.0131326,0.0305008,-0.0279222,-0.02574,
9	450161035	450161035,450172365,450211975,450280995,450281565,450291955,450863335,451071435,	0.348367,-0.117133,-0.0389735,0.000199749,0.0972015,-0.0551531,0.00954754,-0.0583703,
9	450172365	450172365,450211975,450280995,450281565,450291955,450863335,451071435,	0.227532,-0.0062968,-0.00985267,0.00268119,-0.0125591,-0.0203113,0.0459114,
9	450211975	450211975,450280995,450281565,450291955,450863335,451071435,	0.175782,-0.0105225,-0.1121,0.169319,-0.0156196,0.0167569,
9	450280995	450280995,450281565,450291955,450863335,451071435,	0.0802296,-0.0579328,-0.0117358,-0.000275286,0.00200062,
9	450281565	450281565,450291955,450863335,451071435,	0.355547,-0.098759,0.0214682,-0.0315035,
9	450291955	450291955,450863335,451071435,	0.191212,-0.019762,0.0214063,
9	450863335	450863335,451071435,451506015,451610575,451620255,451621765,451795545,	0.297069,-0.184205,-0.0231351,-0.000692125,0.00202094,0.0393632,-0.00150848,
9	451071435	451071435,451506015,451610575,451620255,451621765,451795545,452069205,	0.350077,0.0407898,-0.00101836,0.00135701,-0.111763,-0.00064931,-0.0132224,
9	451506015	451506015,451610575,451620255,451621765,451795545,452069205,	0.105824,0.00187915,0.00106491,-0.00890037,-0.00224437,-0.0017508,
9	451610575	451610575,451620255,451621765,451795545,452069205,	0.00233973,1.59441e-05,-0.000514601,-6.15565e-06,-8.42729e-05,
9	451620255	451620255,451621765,451795545,452069205,	0.00467445,0.00105141,3.22917e-05,0.000177198,
9	451621765	451621765,451795545,452069205,	0.209421,0.000266479,0.00927022,
9	451795545	451795545,452069205,	0.01729,-0.000360401,
9	452069205	452069205,452842535,452956515,452967545,452967935,	0.0187202,0.000687558,-0.000691902,-8.85547e-05,0.000161071,
9	452842535	452842535,452956515,452967545,452967935,453154325,453220855,453223035,453227315,453228915,453229495,453239705,453820215,	0.0504494,-0.00204308,-0.000404803,-0.00463651,-0.00429349,-0.000161491,-0.000620678,-0.0242079,0.0256221,-0.000624282,0.00240496,0.0220404,
9	452956515	452956515,452967545,452967935,453154325,453220855,453223035,453227315,453228915,453229495,453239705,453820215,453952535,453956065,	0.02453,-0.000180889,-0.00143496,-0.00131647,-7.60193e-05,-0.00042711,0.00612516,-0.000915205,-0.000431026,0.00112737,0.00498447,-0.0137241,0.000645142,
9	452967545	452967545,452967935,453154325,453220855,453223035,453227315,453228915,453229495,453239705,453820215,453952535,453956065,	0.0068888,0.0011451,0.00118881,-2.6547e-06,-0.000129848,-0.000713896,-4.46702e-05,-0.000130442,-1.86799e-05,-0.001719,-0.000371885,-0.000433558,
9	452967935	452967935,453154325,453220855,453223035,453227315,453228915,453229495,453239705,453820215,453952535,453956065,	0.0689665,0.062857,-0.000157366,-0.000575221,-0.00189948,-0.00249073,-0.000577717,-0.00117332,0.0195967,0.0231212,0.0021645,
9	453154325	453154325,453220855,453223035,453227315,453228915,453229495,453239705,453820215,453952535,453956065,454099895,454120665,454144385,	0.0635446,-0.000135589,-0.00058127,-0.00113525,-0.00226439,-0.000583859,-0.00107664,0.0230044,0.0182026,-0.00124017,-0.00328321,0.0281192,0.0301792,
9	453220855	453220855,453223035,453227315,453228915,453229495,453239705,453820215,453952535,453956065,454099895,454120665,454144385,454156275,	0.0023241,-2.69588e-06,0.000378435,-9.30598e-05,-3.08413e-06,3.15317e-05,-0.000350656,-0.000320246,-0.000172486,-0.000217375,-6.07731e-05,-0.000516647,0.00182956,
9	453223035	453223035,453227315,453228915,453229495,453239705,453820215,453952535,453956065,454099895,454120665,454144385,454156275,	0.0105435,0.000621013,-0.000171199,0.0105424,-2.69971e-05,6.99459e-06,0.00577055,-0.000757164,-0.00172904,-0.000548922,0.00480124,0.00319107,
9	453227315	453227315,453228915,453229495,453239705,453820215,453952535,453956065,454099895,454120665,454144385,454156275,	0.415493,-0.00797211,0.000581352,-0.00707592,-0.0990761,-0.0581654,-0.0149772,-0.0248449,-0.0127392,-0.0900469,-0.0295989,
9	453228915	453228915,453229495,453239705,453820215,453952535,453956065,454099895,454120665,454144385,454156275,	0.0263146,-0.000172904,0.00302982,0.0116817,0.0157241,-0.000898894,-0.00175545,-0.0018459,0.0148535,0.0220132,
9	453229495	453229495,453239705,453820215,453952535,453956065,454099895,454120665,454144385,454156275,454229335,	0.010542,-2.77005e-05,3.97888e-05,0.00577063,-0.000758435,-0.00172882,-0.000551667,0.00480079,0.00318263,0.00387343,
9	453239705	453239705,453820215,453952535,453956065,454099895,454120665,454144385,454156275,454229335,	0.0142047,0.00822659,0.00857583,-0.000271236,-0.000865869,-0.000790839,0.00609006,0.00046237,5.57356e-05,
9	453820215	453820215,453952535,453956065,454099895,454120665,454144385,454156275,454229335,454480235,454484525,	0.401494,-0.0647714,-0.0343289,-0.0254578,0.0160031,-0.0605392,0.042084,-0.0135515,0.0674782,0.0615191,
9	453952535	453952535,453956065,454099895,454120665,454144385,454156275,454229335,454480235,454484525,454898195,	0.383578,0.0248313,0.00675704,-0.000952451,0.292069,0.0364538,0.0595258,-0.00130696,-0.00467358,0.00450211,
9	453956065	453956065,454099895,454120665,454144385,454156275,454229335,454480235,454484525,454898195,	0.0428356,0.03655,-0.000295139,0.0183524,-0.00329872,0.0335433,-0.0188263,-0.0160108,-0.000346622,
9	454099895	454099895,454120665,454144385,454156275,454229335,454480235,454484525,454898195,	0.0570111,-0.00243195,0.0204265,-0.00778626,0.0498426,-0.0249711,-0.0200925,-0.00042169,
9	454120665	454120665,454144385,454156275,454229335,454480235,454484525,454898195,	0.042522,0.0204193,0.0353898,-0.00903659,-0.00988009,-0.007003,-0.000112363,
9	454144385	454144385,454156275,454229335,454480235,454484525,454898195,	0.376026,0.0525316,0.069734,-0.00615403,-0.00865087,-0.00215947,
9	454156275	454156275,454229335,454480235,454484525,454898195,	0.10964,0.060381,0.0176913,0.0229968,-0.000830408,
9	454229335	454229335,454480235,454484525,454898195,	0.151894,-0.00609708,0.00283124,-0.00128391,
9	454480235	454480235,454484525,454898195,455377665,	0.395877,0.353703,0.00385995,0.0203712,
9	454484525	454484525,454898195,455377665,	0.378941,0.00448943,0.0236111,
9	454898195	454898195,455377665,455676555,	0.00678025,0.00135048,-3.67449e-06,
9	455377665	455377665,455676555,	0.0306969,0.00179277,
9	455676555	455676555,456554735,456622825,	0.037196,-0.000378637,-0.000777349,
9	456554735	456554735,456622825,456828635,457164545,457280465,	0.00234687,-0.000143357,0.00228077,-2.00418e-05,-6.92612e-05,
9	456622825	456622825,456828635,457164545,457280465,	0.0127041,-0.000605988,-1.51908e-05,4.63144e-05,
9	456828635	456828635,457164545,457280465,	0.080393,1.56162e-05,0.00431229,
9	457164545	457164545,457280465,458100225,	0.0101553,-0.00041426,-0.00421968,
9	457280465	457280465,458100225,458186155,458211705,	0.0545576,0.0178155,0.00241983,-0.00018692,
9	458100225	458100225,458186155,458211705,458513185,458549065,	0.348597,0.115626,-0.00341537,0.00279382,0.12556,
9	458186155	458186155,458211705,458513185,458549065,459123305,459123935,459124845,	0.407726,-0.00463474,0.00106636,0.0540138,-0.0451473,-0.0459611,-0.00257604,
9	458211705	458211705,458513185,458549065,459123305,459123935,459124845,	0.00470252,2.98824e-06,-0.00293894,-0.00140086,-0.00140471,0.0017399,
9	458513185	458513185,458549065,459123305,459123935,459124845,459236405,	0.00652276,0.000899048,0.00305704,0.00306884,-0.000215748,0.000168334,
9	458549065	458549065,459123305,459123935,459124845,459236405,	0.352908,0.0813057,0.0807927,-0.0156556,0.10159,
9	459123305	459123305,459123935,459124845,459236405,459964795,460019945,460037075,	0.226572,0.226389,-0.0126109,0.16502,-0.00488579,-0.0178862,-0.0126109,
9	459123935	459123935,459124845,459236405,459964795,460019945,460037075,	0.226547,-0.0126569,0.1652,-0.00492101,-0.0179024,-0.0126569,
9	459124845	459124845,459236405,459964795,460019945,460037075,	0.0507145,-0.0152711,-0.000616534,-0.00413849,0.0507145,
9	459236405	459236405,459964795,460019945,460037075,460213065,	0.366208,-0.00920614,-0.0398876,-0.0152711,0.00247493,
9	459964795	459964795,460019945,460037075,460213065,	0.0319354,-0.000547954,-0.000616534,-0.000117757,
9	460019945	460019945,460037075,460213065,	0.0788095,-0.00413849,-7.91978e-05,
9	460037075	460037075,460213065,	0.0507145,-8.16942e-05,
9	460213065	460213065,	0.00236492,
9	461299865	461299865,461332435,461418325,461585005,461813795,462021595,462062365,462166295,	0.00672854,-0.00195856,-0.00192749,-0.00243286,-0.00153249,-0.00153249,-0.000126176,-4.33506e-05,
9	461332435	461332435,461418325,461585005,461813795,462021595,462062365,462166295,	0.249545,0.243769,0.14044,-0.028299,-0.028299,-0.00319544,-0.00123395,
9	461418325	461418325,461585005,461813795,462021595,462062365,462166295,	0.244632,0.142883,-0.0271657,-0.0271657,-0.00307447,-0.00330876,
9	461585005	461585005,461813795,462021595,462062365,462166295,	0.333992,0.0430987,0.0430987,-0.000308644,-0.0130056,
9	461813795	461813795,462021595,462062365,462166295,462759635,	0.18091,0.18091,0.00135588,-0.0156251,0.00647368,
9	462021595	462021595,462062365,462166295,462759635,462889965,	0.18091,0.00135588,-0.0156251,0.00647368,-0.000982459,
9	462062365	462062365,462166295,462759635,462889965,	0.012661,-0.00264631,-0.000723128,-8.14493e-05,
9	462166295	462166295,462759635,462889965,463073935,463082045,	0.185395,0.0163487,-0.00100694,-0.030203,-0.000307254,
9	462759635	462759635,462889965,463073935,463082045,463323565,	0.0370895,-0.000265524,-0.00782915,1.25749e-05,-0.00109252,
9	462889965	462889965,463073935,463082045,463323565,	0.00459619,-0.000926964,-2.81324e-05,-8.49762e-05,
9	463073935	463073935,463082045,463323565,464045665,	0.182158,0.00135274,0.0205478,0.0309733,
9	463082045	463082045,463323565,464045665,	0.0023241,-0.000133293,0.000546179,
9	463323565	463323565,464045665,	0.0309405,0.00146684,
9	464045665	464045665,	0.250103,
9	465099045	465099045,465186385,465186695,465204935,465435535,465716555,	0.00664048,0.000700862,0.000708716,-8.62111e-05,0.000330278,-0.00548014,
9	465186385	465186385,465186695,465204935,465435535,465716555,	0.163841,0.163762,-0.000467881,0.141435,0.0282979,
9	465186695	465186695,465204935,465435535,465716555,	0.164071,-0.000458586,0.141847,0.0287859,
9	465204935	465204935,465435535,465716555,	0.0112212,-0.000544402,0.00348333,
9	465435535	465435535,465716555,	0.195991,0.00308506,
9	465716555	465716555,466468285,466645485,	0.312794,0.121205,-0.00163064,
9	466468285	466468285,466645485,467333965,467335475,	0.28827,0.00257003,0.00451444,-0.0249388,
9	466645485	466645485,467333965,467335475,	0.00452881,-0.000259831,0.00157783,
9	467333965	467333965,467335475,467687405,468236895,468237905,468325845,468326825,	0.0536431,0.000349014,0.00818859,-0.00543716,-0.000903549,-0.000600894,-0.000350422,
9	467335475	467335475,467687405,468236895,468237905,468325845,468326825,	0.0728926,0.0262798,0.0122096,-0.000857209,-0.000168427,-0.00173862,
9	467687405	467687405,468236895,468237905,468325845,468326825,	0.359432,0.0135633,-0.00476248,-0.00593146,-0.00121304,
9	468236895	468236895,468237905,468325845,468326825,469145345,469149085,469149145,469151015,	0.319503,-0.00367156,0.00220526,-0.00164032,-0.00675657,0.00886767,-0.00979141,-0.000861402,
9	468237905	468237905,468325845,468326825,469145345,469149085,469149145,469151015,	0.00892034,2.13074e-05,-9.00855e-05,-0.000249345,-0.00115839,-0.000259255,-2.5009e-05,
9	468325845	468325845,468326825,469145345,469149085,469149145,469151015,	0.0044556,-6.53792e-05,-0.000317009,-0.000293753,-0.000301421,3.73366e-07,
9	468326825	468326825,469145345,469149085,469149145,469151015,	0.0134669,-0.000658054,-0.00227668,-0.000644069,-2.6501e-05,
9	469145345	469145345,469149085,469149145,469151015,469729895,469739905,469975095,469982235,	0.0383421,-0.00364607,0.0360738,-3.83162e-05,0.00226823,-0.000757392,-0.00310111,0.0111621,
9	469149085	469149085,469149145,469151015,469729895,469739905,469975095,469982235,	0.117326,-0.00333956,-0.000320095,-0.000306506,-0.00384112,0.00207348,-0.0198691,
9	469149145	469149145,469151015,469729895,469739905,469975095,469982235,	0.0361471,-3.24498e-05,-7.32248e-05,-0.00055528,-0.00275415,0.0117955,
9	469151015	469151015,469729895,469739905,469975095,469982235,	0.00234914,-5.86631e-06,-0.000204551,-0.000104823,0.00160817,
9	469729895	469729895,469739905,469975095,469982235,	0.00234145,-0.000202112,-0.000346955,-0.00063346,
9	469739905	469739905,469975095,469982235,	0.0566674,-0.00462126,-0.0125567,
9	469975095	469975095,469982235,	0.105218,-0.0175254,
9	469982235	469982235,	0.196415,
9	471042135	471042135,471267945,471268365,471755155,472041945,	0.0500497,-0.000469159,-0.000175609,0.00373505,-0.0029131,
9	471267945	471267945,471268365,471755155,472041945,472076415,	0.00695899,-4.98216e-06,-0.00439258,0.00598987,-0.00223842,
9	471268365	471268365,471755155,472041945,472076415,	0.00234766,-0.000303264,-0.000155234,0.00121192,
9	471755155	471755155,472041945,472076415,	0.361479,-0.0410037,0.0807483,
9	472041945	472041945,472076415,472787585,472788465,472802505,	0.0708521,-0.0174372,-0.000331445,-0.0133577,-0.00440565,
9	472076415	472076415,472787585,472788465,472802505,	0.263704,-0.000777073,0.17101,-0.0229201,
9	472787585	472787585,472788465,472802505,	0.00649507,0.000139396,-0.000611979,
9	472788465	472788465,472802505,	0.270864,-0.0105676,
9	472802505	472802505,	0.068785,
9	475689905	475689905,475735145,475896425,475898825,475970895,476158225,	0.290718,0.220453,-0.0066492,0.216446,0.220453,0.0203547,
9	475735145	475735145,475896425,475898825,475970895,476158225,	0.233722,-0.00705007,0.229193,0.233722,0.0185352,
9	475896425	475896425,475898825,475970895,476158225,	0.0107919,-0.00712576,-0.00705007,-0.00132006,
9	475898825	475898825,475970895,476158225,	0.231517,0.229193,0.0180094,
9	475970895	475970895,476158225,	0.233722,0.0185352,
9	476158225	476158225,	0.0819164,
9	477739175	477739175,478230255,478238585,478563235,	0.00459585,0.000401619,0.000401619,0.00168438,
9	478230255	478230255,478238585,478563235,478830035,	0.0697135,0.0697135,-0.00236443,0.000162788,
9	478238585	478238585,478563235,478830035,	0.0697135,-0.00236443,0.000162788,
9	478563235	478563235,478830035,	0.195899,-0.000307834,
9	478830035	478830035,	0.00235985,
9	480328935	480328935,480488875,	0.00234616,-2.05135e-05,
9	480488875	480488875,	0.00461116,
9	481829335	481829335,481837585,481844615,481986625,482156205,482199335,482502305,	0.363976,0.14538,0.145104,0.14538,0.00243261,-0.0140735,-0.00595483,
9	481837585	481837585,481844615,481986625,482156205,482199335,482502305,	0.298912,0.298337,0.298912,0.0135086,-0.00317407,-0.00357219,
9	481844615	481844615,481986625,482156205,482199335,482502305,	0.298308,0.298337,0.0125285,-0.00316707,-0.00354767,
9	481986625	481986625,482156205,482199335,482502305,	0.298912,0.0135086,-0.00317407,-0.00357219,
9	482156205	482156205,482199335,482502305,483050635,	0.350423,0.00810206,-0.00101838,-0.00793673,
9	482199335	482199335,482502305,483050635,	0.028553,-0.000910684,-0.000338213,
9	482502305	482502305,483050635,483394885,	0.0219793,-0.000268945,-4.72454e-05,
9	483050635	483050635,483394885,	0.0124545,-2.26559e-05,
9	483394885	483394885,	0.00234948,
9	484952915	484952915,485192285,485231155,485254945,485438495,485438935,	0.416041,0.01118,4.34142e-05,-0.0169061,0.000958135,0.00968012,
9	485192285	485192285,485231155,485254945,485438495,485438935,486014995,486029355,486029385,486029825,486191415,	0.139162,-0.0104022,0.0549215,0.0328414,-0.0320484,-0.00676623,-0.00414699,-0.00126209,-0.00364051,-0.000380827,
9	485231155	485231155,485254945,485438495,485438935,486014995,486029355,486029385,486029825,486191415,486225325,	0.0899081,0.0318082,-0.0518408,0.0566299,-0.0127451,0.0514591,-0.000820542,0.00108368,0.00181681,-0.0138942,
9	485254945	485254945,485438495,485438935,486014995,486029355,486029385,486029825,486191415,486225325,486245425,	0.379132,-0.0984246,0.0827197,0.034444,0.035001,0.00183645,-0.00475715,-0.00109172,-0.0643033,-0.000122308,
9	485438495	485438495,485438935,486014995,486029355,486029385,486029825,486191415,486225325,486245425,486265535,486407945,	0.22306,-0.181018,-0.022311,-0.00610777,-0.00375143,0.0022403,-0.00221308,0.0183651,0.00491272,0.000815819,-0.00867288,
9	485438935	485438935,486014995,486029355,486029385,486029825,486191415,486225325,486245425,486265535,486407945,	0.189343,0.0192935,0.0210489,-0.00216866,-0.00132796,0.00283217,-0.0284139,-0.00475268,-0.000706094,0.0104078,
9	486014995	486014995,486029355,486029385,486029825,486191415,486225325,486245425,486265535,486407945,	0.113441,-0.0329547,0.00509883,0.000226247,-0.00280479,-0.00680126,-0.00280936,-0.000486282,-0.00294793,
9	486029355	486029355,486029385,486029825,486191415,486225325,486245425,486265535,486407945,	0.266756,-0.00226626,-0.00309158,0.018138,-0.0423153,-0.00479925,-0.000960249,0.0211848,
9	486029385	486029385,486029825,486191415,486225325,486245425,486265535,486407945,	0.00687801,-0.000169263,-0.000185817,0.00224206,-1.31037e-05,-2.68858e-06,-0.00026426,
9	486029825	486029825,486191415,486225325,486245425,486265535,486407945,	0.0149378,-0.000409754,-0.005893,-0.000239779,2.36609e-05,-0.000260423,
9	486191415	486191415,486225325,486245425,486265535,486407945,	0.0189322,-0.010179,-0.000360516,-3.15164e-05,-0.000120325,
9	486225325	486225325,486245425,486265535,486407945,	0.357567,0.0166948,-0.00111286,-0.0100116,
9	486245425	486245425,486265535,486407945,	0.0184793,-4.83992e-05,-0.000696151,
9	486265535	486265535,486407945,	0.00234687,-8.51197e-05,
9	486407945	486407945,487338015,487350055,487376935,	0.0249076,-0.000210814,-0.00426661,-0.00367008,
9	487338015	487338015,487350055,487376935,487895995,488003255,488007385,488014655,488060815,488217445,488335955,	0.00463551,0.00329929,-0.00267769,-6.42185e-05,0.00196121,0.00332949,-3.29294e-05,-3.30631e-06,-0.000215053,-0.00081418,
9	487350055	487350055,487376935,487895995,488003255,488007385,488014655,488060815,488217445,488335955,	0.148914,-0.0577828,0.00069191,0.0262578,0.0714933,-0.00156989,0.000725781,-0.00649502,-0.00983761,
9	487376935	487376935,487895995,488003255,488007385,488014655,488060815,488217445,488335955,	0.367945,0.0216483,-0.029257,0.0179238,0.00411671,-0.00300541,0.0333148,0.0793972,
9	487895995	487895995,488003255,488007385,488014655,488060815,488217445,488335955,488485415,488691655,	0.0358031,0.0152698,-0.00496533,-0.000205864,-0.000415503,-0.00303146,0.0327812,-0.00231232,-0.00147622,
9	488003255	488003255,488007385,488014655,488060815,488217445,488335955,488485415,488691655,	0.36047,0.115022,0.000401901,0.00470684,-0.0355972,0.0580575,0.0131474,-0.0387047,
9	488007385	488007385,488014655,488060815,488217445,488335955,488485415,488691655,	0.272153,0.00330647,-0.00136461,-0.0131152,-0.0427861,-0.0178274,-0.000580109,
9	488014655	488014655,488060815,488217445,488335955,488485415,488691655,	0.00683705,-4.28381e-05,0.00181225,-0.000787037,-0.000255336,0.00100976,
9	488060815	488060815,488217445,488335955,488485415,488691655,	0.00676488,-0.000565191,0.000826297,0.00149096,-0.000629201,
9	488217445	488217445,488335955,488485415,488691655,	0.0688163,-0.0087453,-0.00393484,-0.00795828,
9	488335955	488335955,488485415,488691655,	0.156625,0.0525818,-0.0118648,
9	488485415	488485415,488691655,	0.062331,-0.000458802,
9	488691655	488691655,489535905,489680025,	0.10762,-0.000543443,0.0179759,
9	489535905	489535905,489680025,490015875,	0.00653875,0.00367422,-2.39348e-05,
9	489680025	489680025,490015875,	0.116318,-0.00322371,
9	490015875	490015875,490987375,491001405,	0.0759967,0.0176413,-0.000476882,
9	490987375	490987375,491001405,491161875,491163465,491328135,491328545,491401695,491675185,491678475,491679805,	0.309323,-0.00625457,-0.0135391,-0.033946,-0.0185838,0.00138448,0.00851849,-0.0152655,-0.0192686,0.0088186,
9	491001405	491001405,491161875,491163465,491328135,491328545,491401695,491675185,491678475,491679805,	0.01263,-0.000250772,-0.00328625,-0.000464555,-9.37711e-05,-0.000387928,-0.000312604,-0.000817505,-0.000188819,
9	491161875	491161875,491163465,491328135,491328545,491401695,491675185,491678475,491679805,492062735,492064045,492067145,492069725,492088525,492142615,	0.0177789,-0.00574261,-0.000878053,-8.46755e-05,-0.000404931,-0.000352282,-0.000739655,-0.00102432,-0.000193443,-0.000816163,-0.00102432,-0.00146164,-0.00140969,-0.00111822,
9	491163465	491163465,491328135,491328545,491401695,491675185,491678475,491679805,492062735,492064045,492067145,492069725,492088525,492142615,	0.244777,-0.0144002,-0.00304611,-0.000915064,0.0157712,-0.0098648,0.0162194,0.00101261,-0.0389689,0.0162194,-0.0162012,-0.0269835,-0.0335109,
9	491328135	491328135,491328545,491401695,491675185,491678475,491679805,492062735,492064045,492067145,492069725,492088525,492142615,492172765,492282595,492322135,	0.0409915,-0.000550199,-0.00108623,-0.00078265,-0.00227862,-0.00102209,-0.000148052,-0.00434892,-0.00102209,-0.00649523,-0.00629708,-0.00592715,-0.000642745,-0.00893942,-0.00865949,
9	491328545	491328545,491401695,491675185,491678475,491679805,492062735,492064045,492067145,492069725,492088525,492142615,492172765,492282595,492322135,	0.0108411,-0.000175368,-0.0003841,-0.000590358,-0.000408904,-0.000198784,-0.00290782,-0.000408904,-0.00395457,-0.00391291,-0.00366429,-0.000241473,0.00332248,0.00336288,
9	491401695	491401695,491675185,491678475,491679805,492062735,492064045,492067145,492069725,492088525,492142615,492172765,492282595,492322135,	0.0196418,-0.000421625,-0.00114904,-0.000548266,-0.000213121,-0.00855411,-0.000548266,-0.00910241,-0.00910782,-0.00886825,-0.000488893,-0.0107405,-0.0107227,
9	491675185	491675185,491678475,491679805,492062735,492064045,492067145,492069725,492088525,492142615,492172765,492282595,492322135,492442075,492446475,492467425,492544915,	0.0262372,-0.00087489,-0.000620345,0.00201538,-0.0122416,-0.000620345,0.013037,-0.00432222,-0.0061807,-0.000533562,0.00631875,0.00648894,-0.00657315,-5.90112e-05,-0.000396349,-0.00194557,
9	491678475	491678475,491679805,492062735,492064045,492067145,492069725,492088525,492142615,492172765,492282595,492322135,492442075,492446475,492467425,492544915,	0.0406685,-0.000319272,-0.000178355,-0.0128686,-0.000319272,-0.0149218,-0.014558,-0.0134767,-0.00155924,-0.0145929,-0.014148,0.0145629,-0.000343881,-0.000606089,-0.00431327,
9	491679805	491679805,492062735,492064045,492067145,492069725,492088525,492142615,492172765,492282595,492322135,492442075,492446475,492467425,492544915,	0.0223088,-0.000240242,-0.00872653,0.0223088,-0.0094596,-0.00930835,-0.00850375,6.49598e-05,-0.0133115,-0.013215,0.0153625,-9.83479e-06,-0.000137567,-0.00243406,
9	492062735	492062735,492064045,492067145,492069725,492088525,492142615,492172765,492282595,492322135,492442075,492446475,492467425,492544915,	0.00663817,-0.00237763,-0.000240242,-0.00051873,0.00628418,-0.000224523,-0.000122883,-0.0032821,-0.00318405,-0.00103714,-9.10622e-05,-1.59238e-05,-0.00046985,
9	492064045	492064045,492067145,492069725,492088525,492142615,492172765,492282595,492322135,492442075,492446475,492467425,492544915,	0.266095,-0.00872653,0.24368,0.249115,0.245579,-0.00281135,0.190555,0.193429,-0.155868,0.000169797,0.00574978,-0.0173894,
9	492067145	492067145,492069725,492088525,492142615,492172765,492282595,492322135,492442075,492446475,492467425,492544915,	0.0223088,-0.0094596,-0.00930835,-0.00850375,6.49598e-05,-0.0133115,-0.013215,0.0153625,-9.83479e-06,-0.000137567,-0.00243406,
9	492069725	492069725,492088525,492142615,492172765,492282595,492322135,492442075,492446475,492467425,492544915,	0.271314,0.259919,0.25505,-0.00358814,0.208376,0.211374,-0.170927,-1.14735e-05,0.00491914,-0.0204022,
9	492088525	492088525,492142615,492172765,492282595,492322135,492442075,492446475,492467425,492544915,	0.275013,0.263418,-0.00335094,0.195471,0.198466,-0.164365,-9.37813e-05,0.00523037,-0.0194464,
9	492142615	492142615,492172765,492282595,492322135,492442075,492446475,492467425,492544915,493097635,	0.264843,-0.00327152,0.200274,0.20316,-0.166836,-3.46235e-05,0.00531956,-0.0188211,0.00461758,
9	492172765	492172765,492282595,492322135,492442075,492446475,492467425,492544915,493097635,	0.0152038,-0.00562655,-0.00553372,0.00355886,-0.000294172,-0.000356416,-0.00140233,-0.00104674,
9	492282595	492282595,492322135,492442075,492446475,492467425,492544915,493097635,493183675,	0.274962,0.274456,-0.225286,-0.000948336,0.00613174,-0.029855,-0.00382198,-0.00378911,
9	492322135	492322135,492442075,492446475,492467425,492544915,493097635,493183675,	0.278405,-0.229542,-0.00088823,0.00617384,-0.0295195,-0.00360739,-0.00390195,
9	492442075	492442075,492446475,492467425,492544915,493097635,493183675,493395775,493407335,	0.294907,0.00317164,-0.00627745,0.0315565,0.00786982,0.00362526,0.0081864,0.0141805,
9	492446475	492446475,492467425,492544915,493097635,493183675,493395775,493407335,493445085,	0.00457736,-8.8648e-05,-0.000400649,-6.47963e-05,-0.000132378,-5.88999e-05,-0.000142148,-0.000109491,
9	492467425	492467425,492544915,493097635,493183675,493395775,493407335,493445085,	0.0178734,-0.00135406,-0.00152573,-0.00124459,-0.000540146,-0.000587769,-1.20511e-06,
9	492544915	492544915,493097635,493183675,493395775,493407335,493445085,	0.0715262,-0.0042491,0.00654551,-0.00313126,-0.00226039,-0.000565068,
